País;Código;Ano;Carvão per capita (kWh);Petróleo e derivados per capita (kWh);Gás per capita (kWh);Nuclear per capita (kWh);Hidráulica per capita (kWh);Eólica per capita (kWh);Solar per capita (kWh);Outras renováveis per capita (kWh);Total (kWh)
África do Sul;ZAF;1972;14714.888;5285.834;39.362;0;99.507;0;0;0;20139.591
África do Sul;ZAF;1973;15260.701;5677.618;41.512;0;114.419;0;0;0;21094.25
África do Sul;ZAF;1974;15570.097;5388.352;47.431;0;128.07;0;0;0;21133.95
África do Sul;ZAF;1975;16193.982;5578.639;60.769;0;123.48;0;0;0;21956.87
África do Sul;ZAF;1976;16580.509;5500.657;59.851;0;201.693;0;0;0;22342.71
África do Sul;ZAF;1977;16758.956;5314.707;55.943;0;203.921;0;0;0;22333.527
África do Sul;ZAF;1978;15882.381;5446.689;55.994;0;195.189;0;0;0;21580.253
África do Sul;ZAF;1979;16521.429;5034.26;67.506;0;114.196;0;0;0;21737.391
África do Sul;ZAF;1980;17394.559;5045.118;74.471;0;96.494;0;0;0;22610.642
África do Sul;ZAF;1981;20074.953;5322.136;70.352;0;156.535;0;0;0;25623.976
África do Sul;ZAF;1982;21412.21;5248.532;62.305;0;93.605;0;0;0;26816.652
África do Sul;ZAF;1983;21155.928;5157.942;68.678;0;53.326;0;0;0;26435.874
África do Sul;ZAF;1984;22189.132;5466.333;67.059;342.407;48.853;0;0;0;28113.784
África do Sul;ZAF;1985;22203.159;5203.361;61.692;451.787;53.041;0;0;0;27973.04
África do Sul;ZAF;1986;21962.836;4900.369;63.148;730.022;134.593;0;0;0;27790.968
África do Sul;ZAF;1987;21825.751;5062.749;57.054;499.467;130.961;0;0;0;27575.982
África do Sul;ZAF;1988;23074.272;5449.275;56.238;830.384;250.231;0;0;0;29660.4
África do Sul;ZAF;1989;21037.522;5515.688;56.003;858.072;213.3;0;0;0;27680.585
África do Sul;ZAF;1990;21274.117;5437.476;535.558;637.748;76.237;0;0;0;27961.136
África do Sul;ZAF;1991;20381.093;5348.894;528.639;673.402;145.815;0;0;0;27077.843
África do Sul;ZAF;1992;19954.305;5387.894;476.088;667.139;54.015;0;0;0;26539.441
África do Sul;ZAF;1993;19547.229;5469.4;321.394;508.476;10.233;0;0;0;25856.732
África do Sul;ZAF;1994;19712.785;5577.195;314.423;664.039;73.546;0;0;0;26341.988
África do Sul;ZAF;1995;20024.105;5822.528;311.6;757.599;35.463;0;0;0;26951.295
África do Sul;ZAF;1996;19945.263;5883.084;266.2;774.327;86.738;0;0;3.946;26959.558
África do Sul;ZAF;1997;20031.133;5876.203;216.691;817.229;135.182;0;0;9.434;27085.872
África do Sul;ZAF;1998;19120.55;5870.877;212.846;864.895;101.427;0;0;14.689;26185.284
África do Sul;ZAF;1999;19682.647;5863.54;267.574;804.229;45.483;0;0;12.342;26675.815
África do Sul;ZAF;2000;19301.982;5877.517;253.427;803.664;68.012;0;0.574;29.496;26334.672
África do Sul;ZAF;2001;19114.444;5924.403;303.46;649.13;104.222;0;0.654;25.622;26121.935
África do Sul;ZAF;2002;17954.113;6000.799;301.61;712.414;123.815;0;0.737;27.348;25120.836
África do Sul;ZAF;2003;19712.813;6141.444;225.287;738.424;48.249;0.35;0.811;23.815;26891.193
África do Sul;ZAF;2004;21337.986;6294.83;514.739;765.03;54.375;0.687;0.887;21.86;28990.394
África do Sul;ZAF;2005;19428.849;6228.391;721.691;634.408;74.827;0.674;0.955;23.893;27113.688
África do Sul;ZAF;2006;19540.919;6269.658;772.266;552.678;159.73;0.661;1.025;22.353;27319.29
África do Sul;ZAF;2007;19808.284;6316.15;771.761;611.99;154.964;0.649;1.087;23.28;27688.165
África do Sul;ZAF;2008;21806.246;5910.569;787.86;689.589;66.796;1.114;1.151;24.187;29287.512
África do Sul;ZAF;2009;21617.175;5716.631;658.517;665.571;75.446;1.559;1.211;23.341;28759.451
África do Sul;ZAF;2010;21077.723;5881.781;804.823;688.635;58.183;1.731;1.405;20.175;28534.456
África do Sul;ZAF;2011;20241.941;5860.745;823.201;642.936;152.677;1.844;4.002;20.531;27747.877
África do Sul;ZAF;2012;19446.016;5916.673;824.742;632.204;49.656;1.804;4.193;20.603;26895.891
África do Sul;ZAF;2013;19140.771;5925.4;755.185;672.69;52.644;1.764;11.588;22.781;26582.823
África do Sul;ZAF;2014;19080.32;5750.886;788.027;643.598;83.754;49.737;52.397;20.161;26468.88
África do Sul;ZAF;2015;17630.486;6248.906;779.728;558.923;26.976;140.267;125.56;19.088;25529.934
África do Sul;ZAF;2016;18681.708;5906.678;650.207;672.281;45.927;188.316;146.483;19.565;26311.165
África do Sul;ZAF;2017;18118.753;5809.924;703.551;622.394;86.026;257.279;185.889;21.192;25805.008
África do Sul;ZAF;2018;16961.73;5716.047;763.211;498.001;50.306;275.936;196.663;18.46;24480.354
África do Sul;ZAF;2019;17272.489;5570.546;724.68;574.926;41.185;282.486;207.33;18.151;24691.793
África do Sul;ZAF;2020;16310.51;4760.58;683.029;647.227;20.766;290.784;215.374;17.856;22946.126
Coreia do Sul;KOR;1965;1993.103;523.423;0;0;68.295;0;0;0;2584.821
Coreia do Sul;KOR;1966;2205.067;765.756;0;0;92.552;0;0;0;3063.375
Coreia do Sul;KOR;1967;2057.398;1298.329;0;0;87.566;0;0;0;3443.293
Coreia do Sul;KOR;1968;1901.192;1878.797;0;0;83.578;0;0;0;3863.567
Coreia do Sul;KOR;1969;1944.49;2497.189;0;0;125.796;0;0;0;4567.475
Coreia do Sul;KOR;1970;2033.357;3056.033;0;0;105.318;0;0;0;5194.708
Coreia do Sul;KOR;1971;2014.054;3382.697;0;0;111.614;0;0;0;5508.365
Coreia do Sul;KOR;1972;2023.922;3461.805;0;0;113.417;0;0;0;5599.144
Coreia do Sul;KOR;1973;2510.964;4180.456;0;0;104.467;0;0;0;6795.887
Coreia do Sul;KOR;1974;2542.955;4240.492;0;0;152.212;0;0;0;6935.659
Coreia do Sul;KOR;1975;2641.342;4725.283;0;0;132.127;0;0;0;7498.752
Coreia do Sul;KOR;1976;2898.278;5221.513;0;0;138.237;0;0;0;8258.028
Coreia do Sul;KOR;1977;3117.667;6130.433;0;5.442;106.063;0;0;0;9359.605
Coreia do Sul;KOR;1978;3110.584;6912.219;0;174.54;135.729;0;0;0;10333.072
Coreia do Sul;KOR;1979;3671.805;7669.275;0;233.404;170.035;0;0;0;11744.519
Coreia do Sul;KOR;1980;4034.75;7490.557;0;253.873;140.21;0;0;0;11919.39
Coreia do Sul;KOR;1981;4592.738;7309.075;0;208.48;186.928;0;0;0;12297.221
Coreia do Sul;KOR;1982;4586.844;7149.126;0;267.835;121.63;0;0;0;12125.435
Coreia do Sul;KOR;1983;4825.215;7372.266;0;626.524;160.33;0;0;0;12984.335
Coreia do Sul;KOR;1984;5733.871;7303.178;0;812.874;137.74;0;0;0;13987.663
Coreia do Sul;KOR;1985;6276.705;7624.659;0;1139.947;216.818;0;0;0;15258.129
Coreia do Sul;KOR;1986;6575.241;8212.776;17.248;1905.782;209.343;0;0;0;16920.39
Coreia do Sul;KOR;1987;6594.945;8546.267;528.29;2619.697;264.232;0;0;0;18553.431
Coreia do Sul;KOR;1988;6953.218;10120.888;675.97;2646.701;131.16;0;0;0;20527.937
Coreia do Sul;KOR;1989;6703.694;11453.721;647.857;3096.406;193.764;0;0;0;22095.442
Coreia do Sul;KOR;1990;6537.163;13744.942;737.254;3422.942;303.156;0;0.065;0;24745.522
Coreia do Sul;KOR;1991;6490.613;16538.993;845.119;3606.353;223.26;0;0.064;0;27704.402
Coreia do Sul;KOR;1992;6251.602;19797.286;1093.53;3581.183;196.223;0;0.127;0;30919.951
Coreia do Sul;KOR;1993;6778.347;21499.535;1351.137;3642.608;264.874;0.063;0.125;0;33536.689
Coreia do Sul;KOR;1994;6884.711;23344.366;1779.062;3634.964;145.402;0.062;0.124;0;35788.691
Coreia do Sul;KOR;1995;7060.145;25204.525;2129.105;4110.852;169.265;0;0.123;15.332;38689.347
Coreia do Sul;KOR;1996;8159.889;26698.473;2784.734;4488.327;147.195;0;0.182;24.468;42303.268
Coreia do Sul;KOR;1997;8793.088;29066.918;3351.541;4635.179;169.206;0.06;0.18;4.69;46020.862
Coreia do Sul;KOR;1998;8993.19;23314.28;3106.827;5343.897;254.979;0.119;0.238;3.456;41016.986
Coreia do Sul;KOR;1999;9438.456;24808.93;3750.958;6089.049;245.731;0.345;0.27;5.14;44338.879
Coreia do Sul;KOR;2000;10536.545;25216.62;4180.685;6388.395;235.075;0.978;0.31;4.632;46563.24
Coreia do Sul;KOR;2001;11146.823;25062.926;4560.782;6486.748;134.784;0.728;0.358;5.091;47398.24
Coreia do Sul;KOR;2002;11904.08;25399.732;5037.077;6803.662;184.67;0.85;0.402;10.225;49340.698
Coreia do Sul;KOR;2003;12320.06;25492.494;5247.287;7320.06;275.794;1.404;0.437;10.613;50668.149
Coreia do Sul;KOR;2004;12758.385;25155.134;6119.389;7296.784;240.654;2.648;0.551;16.349;51589.894
Coreia do Sul;KOR;2005;13085.383;25151.965;6524.005;8106.953;202.885;7.174;0.795;14.35;53093.51
Coreia do Sul;KOR;2006;13479.171;25066.958;6853.172;8134.122;189.617;13.065;1.696;13.195;53750.996
Coreia do Sul;KOR;2007;14148.417;25671.898;7399.19;7743.012;196.729;20.349;3.861;20.796;55204.252
Coreia do Sul;KOR;2008;15630.397;24386.6;7591.501;8102.315;164.781;23.403;15.26;35.052;55949.309
Coreia do Sul;KOR;2009;16166.195;24624.993;7192.172;7855.941;149.557;36.435;30.1;28.658;56084.051
Coreia do Sul;KOR;2010;18107.747;25108.039;9085.868;7819.924;193.765;42.992;40.669;151.999;60551.003
Coreia do Sul;KOR;2011;19549.316;25148.821;9730.718;8053.637;239.317;44.915;47.742;302.542;63117.008
Coreia do Sul;KOR;2012;18733.322;25774.582;10493.01;7734.759;204.218;46.964;56.764;339.685;63383.304
Coreia do Sul;KOR;2013;18836.904;25615.154;10919.671;7057.615;218.123;58.389;81.629;376.634;63164.119
Coreia do Sul;KOR;2014;19395.343;25365.256;9880.678;7865.191;138.36;57.606;128.548;552.845;63383.827
Coreia do Sul;KOR;2015;19542.63;26428.816;8982.092;8201.195;106.805;66.821;198.066;597.129;64123.554
Coreia do Sul;KOR;2016;18591.086;28419.46;9344.941;7990.525;140.395;83.022;252.668;598.325;65420.422
Coreia do Sul;KOR;2017;19614.604;28651.743;9737.755;7262.098;137.428;106.124;345.241;729.999;66584.992
Coreia do Sul;KOR;2018;19693.495;28358.916;11296.098;6484.279;163.165;119.718;447.232;753.006;67315.909
Coreia do Sul;KOR;2019;18650.286;28004.256;10938.706;7053.235;134.804;129.51;628.224;717.897;66256.918
Coreia do Sul;KOR;2020;16411.572;26569.242;11049.127;7708.194;186.612;151.08;797.304;834.429;63707.56
Espanha;ESP;1965;3509.307;5175.766;0;0;1701.167;0;0;0;10386.24
Espanha;ESP;1966;3212.14;6057.976;0;0;2330.345;0;0;0;11600.461
Espanha;ESP;1967;3230.737;7264.057;0;0;1917.022;0;0;0;12411.816
Espanha;ESP;1968;3237.027;7636.724;0;6.951;2042.418;0;0;0;12923.12
Espanha;ESP;1969;3223.457;8603.863;28.024;68.703;2536.226;0;0;0;14460.273
Espanha;ESP;1970;3368.485;9709.256;22.058;75.667;2276.74;0;0;3.853;15456.059
Espanha;ESP;1971;3347.396;10567.174;116.128;204.519;2579.06;0;0;4.215;16818.492
Espanha;ESP;1972;3388.932;11014.665;337.986;380.716;2842.269;0;0;4.888;17969.456
Espanha;ESP;1973;3280.797;13077.708;322.56;518.416;2290.062;0;0;4.436;19493.979
Espanha;ESP;1974;3141.205;13551.018;398.575;565.556;2393.453;0;0;3.993;20053.8
Espanha;ESP;1975;3442.079;13933.003;406.486;584.059;2017.961;0;0;8.748;20392.336
Espanha;ESP;1976;3297.281;15630.638;461.613;578.501;1602.803;0;0;14.319;21585.155
Espanha;ESP;1977;3494.385;14600.559;439.074;494.241;3002.115;0;0;23.409;22053.783
Espanha;ESP;1978;2972.779;14883.447;445.279;573.623;3018.553;0;0;23.698;21917.379
Espanha;ESP;1979;3356.784;15628.697;426.295;497.799;3447.223;0;0;18.649;23375.447
Espanha;ESP;1980;3837.469;16411.098;541.997;382.129;2177.382;0;0;26.674;23376.749
Espanha;ESP;1981;4699.848;15775.832;614.427;699.932;1605.133;0;0;31.017;23426.189
Espanha;ESP;1982;5175.868;14820.52;665.85;637.637;1914.219;0;0;35.404;23249.498
Espanha;ESP;1983;5415.165;14771.742;716.221;770.929;1955.849;0;0;40.495;23670.401
Espanha;ESP;1984;5480.647;13869.58;584.746;1661.915;2266.47;0;0;39.593;23902.951
Espanha;ESP;1985;5397.971;13301.567;617.987;2011.161;2243.732;0;0;43.818;23616.236
Espanha;ESP;1986;5576.208;13137.836;725.744;2677.864;1894.05;0;0;38.461;24050.163
Espanha;ESP;1987;5396.061;13762.14;774.979;2942.967;1952.636;0;0;40.147;24868.93
Espanha;ESP;1988;4671.822;14059.898;997.875;3590.885;2507.913;0;0;47.887;25876.28
Espanha;ESP;1989;5747.435;14703.494;1278.297;3985.466;1373.958;0.923;0.43;41.043;27131.046
Espanha;ESP;1990;5699.524;14198.077;1474.253;3845.277;1800.764;0.992;0.425;38.405;27057.717
Espanha;ESP;1991;5918.422;14469.781;1656.789;3928.424;1928.376;1.06;0.495;38.31;27941.657
Espanha;ESP;1992;6021.151;16172.156;1727.43;3931.661;1333.531;7.26;0.564;40.528;29234.281
Espanha;ESP;1993;5399.369;15376.582;1689.183;3938.975;1712.815;8.151;0.632;40.683;28166.39
Espanha;ESP;1994;5548.729;16100.448;1846.138;3874.106;1973.719;12.257;0.7;44.755;29400.852
Espanha;ESP;1995;5544.124;17072.347;2256.827;3871.621;1613.577;18.85;1.047;70.584;30448.977
Espanha;ESP;1996;4670.484;17479.404;2517.975;3920.732;2770.335;25.335;0.835;75.38;31460.48
Espanha;ESP;1997;5332.017;18104.985;3284.33;3836.758;2413.012;51.482;0.902;101.508;33124.994
Espanha;ESP;1998;5060.014;19541.53;3357.759;4076.199;2349.62;93.418;1.036;105.786;34585.362
Espanha;ESP;1999;5635.547;20094.924;3819.737;4041.034;1569.873;188.415;1.167;118.377;35469.074
Espanha;ESP;2000;5964.173;20174.459;4334.727;4232.594;2011.989;321.633;1.225;101.586;37142.386
Espanha;ESP;2001;5395.138;20768.756;4615.129;4255.085;2740.211;451.437;1.603;108.935;38336.294
Espanha;ESP;2002;5992.065;20640.538;5201.256;4121.842;1499.185;611.055;1.962;169.149;38237.052
Espanha;ESP;2003;5495.774;20793.191;5828.83;3957.368;2625.71;772.286;2.622;203.641;39679.422
Espanha;ESP;2004;5652.492;20933.791;6758.305;3975.723;1979.923;981.336;3.5;208.143;40493.213
Espanha;ESP;2005;5419.609;20773.309;7883.389;3516.035;1092.104;1294.002;2.505;162.117;40143.07
Espanha;ESP;2006;4656.313;20579.423;8119.509;3593.102;1547.174;1392.218;7.111;165.773;40060.623
Espanha;ESP;2007;5129.546;20411.988;8135.165;3221.89;1592.322;1611.91;29.703;169.447;40301.971
Espanha;ESP;2008;3409.067;19431.068;8811.212;3379.167;1348.389;1887.813;147.72;186.512;38600.948
Espanha;ESP;2009;2354.285;18029.22;7794.111;2971.372;1484.099;2133.687;341.673;191.975;35300.422
Espanha;ESP;2010;1709.151;17415.365;7712.703;3423.079;2335.393;2426.822;392.481;212.098;35627.092
Espanha;ESP;2011;3159.432;16566.005;7145.938;3177.451;1683.971;2335.466;477.712;248.501;34794.476
Espanha;ESP;2012;3828.313;15491.31;7059.813;3364.251;1124.427;2707.601;654.894;272.392;34503.001
Espanha;ESP;2013;2824.327;14602.001;6462.34;3094.913;2006.485;3042.312;715.25;288.613;33036.241
Espanha;ESP;2014;2893.709;14611.403;5883.955;3117.629;2130.955;2829.722;743.869;294.547;32505.789
Espanha;ESP;2015;3410.468;15138.088;6115.842;3106.11;1525.276;2673.569;751.17;312.436;33032.959
Espanha;ESP;2016;2617.615;15658.322;6244.7;3161.089;1962.13;2637.739;735.643;305.474;33322.712
Espanha;ESP;2017;3353.023;15734.775;6798.262;3114.431;981.941;2632.891;767.496;325.742;33708.561
Espanha;ESP;2018;2752.877;16020.814;6745.629;2968.33;1827.541;2709.108;678.342;328.714;34031.355
Espanha;ESP;2019;931.145;16020.129;7697.257;3087.655;1191.362;2812.777;800.471;298.664;32839.46
Espanha;ESP;2020;432.491;13104.251;6932.65;3071.409;1450.87;2808.325;1097.842;342.691;29240.529
Sri Lanka;LKA;1965;0;493.608;0;0;91.252;0;0;0;584.86
Sri Lanka;LKA;1966;0;493.532;0;0;97.387;0;0;0;590.919
Sri Lanka;LKA;1967;0;493.473;0;0;97.695;0;0;0;591.168
Sri Lanka;LKA;1968;0;493.428;0;0;110.296;0;0;0;603.724
Sri Lanka;LKA;1969;0;493.396;0;0;124.847;0;0;0;618.243
Sri Lanka;LKA;1970;0;965.245;0;0;164.699;0;0;0;1129.944
Sri Lanka;LKA;1971;0;860.969;0;0;179.878;0;0;0;1040.847
Sri Lanka;LKA;1972;0;922.158;0;0;180.973;0;0;0;1103.131
Sri Lanka;LKA;1973;0;942.813;0;0;145.827;0;0;0;1088.64
Sri Lanka;LKA;1974;0;733.045;0;0;205.238;0;0;0;938.283
Sri Lanka;LKA;1975;0;696.27;0;0;217.414;0;0;0;913.684
Sri Lanka;LKA;1976;0.367;678.21;0;0;219.937;0;0;0;898.514
Sri Lanka;LKA;1977;2.053;706.547;0;0;236.238;0;0;0;944.838
Sri Lanka;LKA;1978;2.097;807.18;0;0;261.137;0;0;0;1070.414
Sri Lanka;LKA;1979;1.337;816.115;0;0;274.569;0;0;0;1092.021
Sri Lanka;LKA;1980;1.774;809.227;0;0;273.439;0;0;0;1084.44
Sri Lanka;LKA;1981;0.969;940.399;0;0;285.838;0;0;0;1227.206
Sri Lanka;LKA;1982;13.358;1038.49;0;0;288.078;0;0;0;1339.926
Sri Lanka;LKA;1983;13.233;1120.1;0;0;215.02;0;0;0;1348.353
Sri Lanka;LKA;1984;25.359;930.363;0;0;364.402;0;0;0;1320.124
Sri Lanka;LKA;1985;15.128;842.789;0;0;411.371;0;0;0;1269.288
Sri Lanka;LKA;1986;5.582;832.854;0;0;447.777;0;0;0;1286.213
Sri Lanka;LKA;1987;5.151;935.675;0;0;363.329;0;0;0;1304.155
Sri Lanka;LKA;1988;2.605;895.937;0;0;427.36;0;0;0;1325.902
Sri Lanka;LKA;1989;0.3;842.471;0;0;454.856;0;0;0;1297.627
Sri Lanka;LKA;1990;0;888.629;0;0;504.195;0;0;0;1392.824
Sri Lanka;LKA;1991;0.375;927.118;0;0;493.691;0;0;0;1421.184
Sri Lanka;LKA;1992;0.371;1078.335;0;0;454.156;0;0;0;1532.862
Sri Lanka;LKA;1993;0.249;1037.229;0;0;588.26;0;0;0;1625.738
Sri Lanka;LKA;1994;0.223;1138.18;0;0;627.74;0;0;0;1766.143
Sri Lanka;LKA;1995;0.638;1222.661;0;0;687.345;0;0;0;1910.644
Sri Lanka;LKA;1996;0.132;1482.384;0;0;491.802;0;0;0;1974.318
Sri Lanka;LKA;1997;0;1598.574;0;0;518.424;0;0;0;2116.998
Sri Lanka;LKA;1998;0.122;1698.55;0;0;585.785;0;0;0;2284.457
Sri Lanka;LKA;1999;0;1843.848;0;0;621.764;0.521;0;0;2466.133
Sri Lanka;LKA;2000;0.21;2170.587;0;0;474;0.503;0.064;0;2645.364
Sri Lanka;LKA;2001;0.054;2118.293;0;0;454.979;0.511;0.132;0;2573.969
Sri Lanka;LKA;2002;6.638;2214.403;0;0;388.426;0.519;0.216;0;2610.202
Sri Lanka;LKA;2003;36.147;2182.295;0;0;470.32;0.483;0.341;0;2689.586
Sri Lanka;LKA;2004;9.429;2152.774;0;0;414.59;0.378;0.494;0.017;2577.682
Sri Lanka;LKA;2005;34.766;2424.391;0;0;476.117;0.331;0.635;0.314;2936.554
Sri Lanka;LKA;2006;25.876;2510.29;0;0;630.157;0.313;0.731;0.241;3167.608
Sri Lanka;LKA;2007;25.058;2645.805;0;0;529.653;0.308;0.799;0.147;3201.77
Sri Lanka;LKA;2008;33.544;2387.281;0;0;546.76;0.428;0.842;0.756;2969.611
Sri Lanka;LKA;2009;33.905;2498.049;0;0;507.276;0.457;0.885;3;3043.572
Sri Lanka;LKA;2010;34.4;2465.784;0;0;726.365;6.841;0.925;4.184;3238.499
Sri Lanka;LKA;2011;170.528;2609.518;0;0;582.347;11.64;1.107;4.018;3379.158
Sri Lanka;LKA;2012;258.281;2687.89;0;0;414.248;18.417;1.255;2.782;3382.873
Sri Lanka;LKA;2013;269.993;2254.708;0;0;858.564;29.066;1.782;3.27;3417.383
Sri Lanka;LKA;2014;515.054;2507.548;0;0;558.556;33.354;3.438;5.067;3623.017
Sri Lanka;LKA;2015;689.163;2397.817;0;0;723.536;41.527;5.895;6.934;3864.872
Sri Lanka;LKA;2016;725.651;2803.895;0;0;506.225;41.257;9.926;8.609;4095.563
Sri Lanka;LKA;2017;747.886;2995.246;0;0;477.016;43.403;26.577;7.928;4298.056
Sri Lanka;LKA;2018;719.307;2973.909;0;0;750.629;38.203;37.618;10.197;4529.863
Sri Lanka;LKA;2019;805.842;3193.988;0;0;562.43;37.893;43.358;10.768;4654.279
Sri Lanka;LKA;2020;861.3;2672.118;0;0;573.336;73.743;46.104;10.683;4237.284
Suécia;SWE;1965;3347.295;29655.691;0;6.455;16648.366;0;0;0;49657.807
Suécia;SWE;1966;3168.161;33250.615;0;16.007;16180.953;0;0;0;52615.736
Suécia;SWE;1967;3117.967;32857.264;0;17.635;17382.855;0;0;0;53375.721
Suécia;SWE;1968;2701.271;36854.562;0;8.044;17046.2;0;0;0;56610.077
Suécia;SWE;1969;2617.597;39173.812;0;21.172;14518.535;0;0;0;56331.116
Suécia;SWE;1970;2747.413;42352.106;0;19.312;14307.712;0;0;44.831;59471.374
Suécia;SWE;1971;2464.164;39626.402;0;30.88;17846.035;0;0;54.898;60022.379
Suécia;SWE;1972;2108.964;40517.231;0;500.729;18369.067;0;0;77.246;61573.237
Suécia;SWE;1973;2324.112;41291.546;0;719.355;20402.287;0;0;135.965;64873.265
Suécia;SWE;1974;2560.575;36985.586;0;698.017;19460.525;0;0;121.32;59826.023
Suécia;SWE;1975;2753.973;36778.381;0;4055.858;19534.805;0;0;105.048;63228.065
Suécia;SWE;1976;2635.377;40425.203;0;5402.372;18522.031;0;0;119.58;67104.563
Suécia;SWE;1977;2084.914;39067.118;0;6704.157;18010.288;0;0;121.202;65987.679
Suécia;SWE;1978;2131.831;47002.788;0;7980.551;19381.05;0;0;92.622;76588.842
Suécia;SWE;1979;2511.645;50463.492;0;7041.174;20441.793;0;0;116.131;80574.235
Suécia;SWE;1980;2389.153;44445.858;0;8847.392;19662.8;0;0;240.825;75586.028
Suécia;SWE;1981;2052.167;39932.537;0;12571.504;19936.44;0;0;307.289;74799.937
Suécia;SWE;1982;2282.225;37105.582;0;13021.114;18363.956;0;0;334.157;71107.034
Suécia;SWE;1983;2859.062;32242.509;0;13669.475;21183.619;1;0;482.385;70438.05
Suécia;SWE;1984;3446.689;30778.498;0;16960.875;22616.054;1.665;0;615.475;74419.256
Suécia;SWE;1985;4049.154;32930.577;85.412;19463.554;23593.839;1.994;0;598.92;80723.45
Suécia;SWE;1986;4302.824;35056.131;224.183;23173.38;20185.895;1.988;0;655.935;83600.336
Suécia;SWE;1987;4230.3;30137.39;298.126;22227.7;23701.85;1.979;0;646.198;81243.543
Suécia;SWE;1988;4131.424;28064.973;381.419;22781.971;22932.595;1.641;0;669.768;78963.791
Suécia;SWE;1989;3872.689;26804.568;507.151;21403.14;23408.614;1.631;0;714.167;76711.96
Suécia;SWE;1990;4021.903;26582.274;701.485;22107.463;23509.424;1.945;0;629.974;77554.468
Suécia;SWE;1991;3899.825;22750.104;744.425;24721.358;20369.734;4.187;0;599.025;73088.658
Suécia;SWE;1992;3605.6;23793.707;834.289;20319.631;23779.571;9.913;0;642.743;72985.454
Suécia;SWE;1993;3645.851;23223.688;904.261;19497.689;23706.23;16.514;0.318;689.461;71684.012
Suécia;SWE;1994;3678.521;24454.063;892.456;23096.823;18658.113;23.679;0.316;703.74;71507.711
Suécia;SWE;1995;3662.593;23152.369;889.486;21984.471;21406.371;33.007;0.314;739.994;71868.605
Suécia;SWE;1996;4045.792;24696.478;950.667;23288.479;16222.984;45.151;0.314;664.095;69913.96
Suécia;SWE;1997;3453.207;23152.697;938.066;21901.875;21628.76;63.581;0.313;868.52;72007.019
Suécia;SWE;1998;3475.806;26114.738;929.55;23041.455;23404.693;96.446;0.313;870.517;77933.518
Suécia;SWE;1999;3321.636;25087.361;931.308;22911.953;22443.308;112.074;0.313;844.312;75652.265
Suécia;SWE;2000;3359.51;21629.739;909.916;17925.879;24577.557;142.929;0.313;1281.671;69827.514
Suécia;SWE;2001;3633.927;21961.84;1024.729;22365.329;24521.562;149.497;0.621;1171.474;74828.979
Suécia;SWE;2002;3892.342;22245.106;1040.145;20935.135;20396.319;186.88;0.613;1283.261;69979.801
Suécia;SWE;2003;3803.11;23753.495;1033.647;20517.685;16294.843;206.653;0.608;1372.614;66982.655
Suécia;SWE;2004;3895.693;22644.825;1024.656;23386.072;18242.527;255.928;0.602;2168.159;71618.462
Suécia;SWE;2005;3542.037;22552.583;971.083;21632.682;21632.98;282.42;0.596;2229.305;72843.686
Suécia;SWE;2006;3886.238;22595.811;1010.179;19681.549;18112.655;290.035;0.586;2456.337;68033.39
Suécia;SWE;2007;3594.681;21894.367;1034.931;19413.696;19180.044;414.544;0.87;2851.366;68384.499
Suécia;SWE;2008;3567.099;20512.242;932.206;18259.346;19719.202;570.453;1.143;2954.293;66515.984
Suécia;SWE;2009;2494.069;19576.987;1234.286;14696.926;18426.863;700.015;1.972;3228.236;60359.354
Suécia;SWE;2010;3411.099;19379.696;1647.258;16029.329;18436.727;972.4;2.5;3385.352;63264.361
Suécia;SWE;2011;3021.255;17822.756;1290.498;16554.744;18358.451;1663.824;3.559;3157.925;61873.012
Suécia;SWE;2012;2570.376;17419.238;1116.128;17284.615;21306.904;1933.949;5.128;3291.357;64927.695
Suécia;SWE;2013;2603.188;17059.21;1064.306;17690.35;16333.833;2619.866;9.317;3047.903;60427.973
Suécia;SWE;2014;2423.143;16568.437;867.07;17035.074;16742.565;2949.767;12.341;2808.501;59406.898
Suécia;SWE;2015;2403.325;16126.346;956.048;14597.837;19510.76;4214.482;25.129;2788.843;60622.77
Suécia;SWE;2016;2341.258;16529.533;1015.556;16133.187;15856.294;3957.554;36.561;2937.185;58807.128
Suécia;SWE;2017;2319.053;16306.035;970.859;16581.714;16396.956;4444.523;58.052;3047.99;60125.182
Suécia;SWE;2018;2309.799;15411.24;1019.769;17085.517;15465.672;4143.205;97.455;2969.259;58501.916
Suécia;SWE;2019;2277.013;16375.28;1016.477;16315.858;16088.131;4896.731;163.578;3216.294;60349.362
Suécia;SWE;2020;2058.578;14991.563;1047.435;13150.137;17916.861;6857.477;258.072;2685.043;58965.166
Suíça;CHE;1965;2551.822;16580.463;0;0;11515.353;0;0;0;30647.638
Suíça;CHE;1966;2078.811;17369.02;0;0;12957.187;0;0;0;32405.018
Suíça;CHE;1967;1731.596;18552.672;0;0;13879.839;0;0;0;34164.107
Suíça;CHE;1968;1619.287;20358.741;0;0;13577.784;0;0;0;35555.812
Suíça;CHE;1969;1450.76;21928.076;0.41;243.768;12869.63;0;0;0;36492.644
Suíça;CHE;1970;1233.797;24357.245;62.593;797.542;13174.629;0;0;0;39625.806
Suíça;CHE;1971;826.22;25629.687;149.929;622.912;13006.242;0;0;0;40234.99
Suíça;CHE;1972;693.636;26072.975;188.761;1706.317;10768.474;0;0;0;39430.163
